https://doi.org/10.1145/3545945.3569765,weber2023using,Using Alternative Grading in a Non-Major Algorithms Course,,X,,X,,,X,,X,,X,X,,X,X,,,,
https://doi.org/10.1145/3545945.3569810,lionelle2023flexible,A Flexible Formative/Summative Grading System for Large Courses,,X,X,X,,,X,,,,,X,,X,,X,X,X,
https://doi.org/10.1145/3545945.3569853,tuson2023mastery,Mastery Learning with Specs Grading for Programming Courses,,,X,,,,X,,,,,,,X,,,,,
https://doi.org/10.1145/3582559,assiter2023integrating,Integrating Grading for Equity Practices into Project-Based Computer Science Curriculum,,,,X,X,,X,X,X,,,X,,X,,,,,X
https://doi.org/10.1145/3591210,lawrence2023evaluation,Evaluation of Submission Limits and Regression Penalties to Improve Student Behavior with Automatic Assessment Systems,,,,X,,,X,X,X,,,X,,X,,,,,
https://dl.acm.org/doi/10.5555/1858583.1858604,lejune2010contract,Contract grading with mastery learning in CS 1,,X,X,X,,,,,X,,,,,X,,X,,,
https://dl.acm.org/doi/10.5555/2458539.2458564,engle2013expert,Expert code review and mastery learning in a software development course,,,X,X,,,,X,,,X,X,,X,,,,,
https://dl.acm.org/doi/abs/10.5555/3280489.3280505,mirsky2018effectiveness,Effectiveness of specifications grading in teaching technical writing to computer science students,X,X,X,,,,X,,X,,X,,,X,,,,,
https://dl.acm.org/doi/abs/10.5555/3447307.3447310,sanft2021modified,Modified specifications grading in computer science: preliminary assessment and experience across five undergraduate courses,X,,X,X,,,X,X,X,,X,X,,X,X,,,,
https://dl.acm.org/doi/10.5555/3512528.3512531,gestwicki2021godot,Godot engine and checklist-based specifications: revising a game programming class for asynchronous online teaching,,X,X,X,,X,X,,X,,X,X,,X,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8802099,baniassad2019teaching,Teaching Software Construction at Scale with Mastery Learning: A Case Study,,X,X,X,,,X,X,X,,,X,,X,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9273889,mckell2020exploring,Exploring the effect of standards-based grading on student learning,,,X,X,,,X,,X,,,X,,X,,,,,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942789187&doi=10.1109%2fLaTiCE.2015.18&partnerID=40&md5=97664739374d82ae4535d0ea17878518,capovilla2015handling,Handling heterogeneity in programming courses for freshmen,X,,X,,,,X,,,,,,,,,X, ,,X
https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951801048&doi=10.1109%2fICSE.2015.163&partnerID=40&md5=c01519d6d7ca8e4914d87cc64147ad4f,jazayeri2015combining,Combining Mastery Learning with Project-Based Learning in a First Programming Course: An Experience Report,,,X,,,,,X,,,X,X,,X,,X,,,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119702791&doi=10.1080%2f10494820.2021.2006237&partnerID=40&md5=9db9f76fd476c02b7672ff8e007675f2,cheng2021effects,Effects of an automated programming assessment system on the learning performances of experienced and novice learners,,,X,X,,,X,,X,X,,,X,,,,,,
https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150035112&doi=10.1007%2fs12528-023-09366-1&partnerID=40&md5=b4f78218920214a0aae49349c9fafe30,alvarez2023modularization,Modularization for mastery learning in CS1: a 4-year action research study,,,X,,,,X,X,,,,,,X,,X,,,
